-40,-94,-90
-37,7,-90
-35,-97,-90
-25,5,-90
-25,-95,-90
-15,18,-90
-16,-88,-90
-25,1,-90
-21,-91,-90
-29,19,-90
-33,-98,-90
-36,9,-90
-35,-94,-90
-21,15,-90
-22,-91,-90
-25,8,-90
-18,-90,-90
-23,1,-90
-18,-82,-90
-28,9,-90
-15,-90,-90
-29,-2,-90
-25,-94,-90
-30,0,-90
-22,-94,-90
-25,1,-90
-23,-84,-90
-19,9,-90
-37,-108,-90
-26,1,-90
-15,-94,-90
-36,0,-90
-29,-84,-90
-32,8,-90
-14,-90,-90
-25,2,-90
-30,-99,-90
-12,21,-90
-14,-90,-90
-21,8,-90
-19,-88,-90
-25,14,-90
-23,-84,-90
-25,11,-90
-15,-92,-90
-25,16,-90
-26,-99,-90
-22,16,-90
-14,-90,-90
-18,2,-90
-26,-94,-90
-26,11,-90
-23,-90,-90
-18,9,-90
-28,-98,-90
-25,7,-90
-18,-90,-90
-30,12,-90
-22,-95,-90
-26,18,-90
-22,-106,-90
-12,11,-90
-16,-88,-90
-18,12,-90
-16,-101,-90
-25,4,-90
-37,-92,-90
-25,7,-90
-18,-88,-90
-29,7,-90
-30,-98,-90
-11,12,-90
-22,-94,-90
-29,12,-90
-29,-91,-90
-21,12,-90
-9,-97,-90
-25,12,-90
-16,-82,-90
-16,12,-90
-16,-94,-90
-32,2,-90
-30,-97,-90
-26,14,-90
-25,-90,-90
-22,8,-90
-22,-95,-90
-28,14,-90
-28,-99,-90
-36,7,-90
-29,-92,-90
-23,7,-90
-33,-104,-90
-25,11,-90
-26,-99,-90
-37,7,-90
-18,-92,-90
-25,9,-90
-28,-94,-90
-23,8,-90
-35,-102,-90
-22,21,-90
-25,-97,-90
-15,14,-90
-25,-87,-90
-21,25,-90
-33,-106,-90
-32,11,-90
-30,-91,-90
-22,12,-90
-19,-91,-90
-29,8,-90
-22,-95,-90
-21,8,-90
-23,-85,-90
-26,8,-90
-14,-91,-90
-19,18,-90
-30,-85,-90
-16,39,-90
-39,-97,-90
-14,11,-90
-23,-90,-90
-22,14,-90
-25,-94,-90
-36,7,-90
-28,-97,-90
-25,8,-90
-21,-84,-90
-16,16,-90
-18,-87,-90
-37,4,-90
-26,-94,-90
-28,8,-90
-35,-99,-90
-25,7,-90
-30,-85,-90
-25,15,-90
-16,-92,-90
-32,5,-90
-21,-82,-90
-21,18,-90
-18,-77,-90
-40,5,-90
-22,-81,-90
-32,4,-90
-22,-98,-90
-33,11,-90
-21,-90,-90
-30,7,-90
-21,-88,-90
-28,7,-90
-15,-88,-90
-26,14,-90
-14,-84,-90
-45,9,-90
-29,-98,-90
-21,22,-90
-25,-97,-90
-26,11,-90
-21,-90,-90
-14,22,-90
-29,-98,-90
-22,9,-90
-45,-94,-90
-26,11,-90
-23,-97,-90
-22,15,-90
-19,-87,-90
-19,22,-90
-21,-90,-90
-37,11,-90
-30,-88,-90
-25,8,-90
-21,-91,-90
-35,8,-90
-22,-95,-90
-14,11,-90
-33,-99,-90
-16,9,-90
-32,-95,-90
-25,15,-90
-12,-80,-90
-21,9,-90
-26,-90,-90
-22,14,-90
-18,-85,-90
-23,7,-90
-37,-98,-90
-28,4,-90
-22,-87,-90
-23,21,-90
-37,-92,-90
-29,11,-90
-22,-81,-90
-26,11,-90
-26,-90,-90
-25,9,-90
-14,-80,-90
-26,8,-90
-30,-101,-90
-29,14,-90
-29,-92,-90
-35,4,-90
-19,-97,-90
-21,23,-90
-21,-95,-90
-28,5,-90
-18,-92,-90
-19,12,-90
-12,-87,-90
-25,4,-90
-30,-99,-90
-21,9,-90
-16,-87,-90
-23,8,-90
-32,-87,-90
-25,8,-90
-29,-98,-90
-16,18,-90
-43,-99,-90
-14,23,-90
-28,-99,-90
-29,14,-90
-18,-101,-90
-36,12,-90
-25,-91,-90
-18,15,-90
-15,-99,-90
-29,14,-90
-11,-80,-90
-9,14,-90
-18,-80,-90
-18,11,-90
-33,-99,-90
-28,8,-90
-30,-97,-90
-23,7,-90
-45,-94,-90
-16,12,-90
-16,-95,-90
-32,9,-90
-21,-104,-90
-30,11,-90
-26,-98,-90
-21,22,-90
-25,-99,-90
-19,16,-90
-8,-85,-90
-35,12,-90
-11,-75,-90
-28,2,-90
-7,-82,-90
-30,9,-90
-30,-94,-90
-40,2,-90
-32,-98,-90
-16,11,-90
-16,-91,-90
-12,16,-90
-16,-94,-90
-21,7,-90
-43,-105,-90
-28,8,-90
-15,-80,-90
-21,4,-90
-30,-94,-90
-28,11,-90
-16,-88,-90
-16,21,-90
-21,-97,-90
-33,0,-90
-21,-88,-90
-29,12,-90
-29,-104,-90
-32,12,-90
-14,-85,-90
-16,18,-90
-21,-90,-90
-21,11,-90
-16,-88,-90
-28,14,-90
-28,-95,-90
-35,-1,-90
-32,-95,-90
-25,7,-90
-22,-94,-90
-22,15,-90
-40,-99,-90
-25,9,-90
-22,-99,-90
-21,8,-90
-28,-99,-90
-25,4,-90
-32,-95,-90
-21,7,-90
-25,-90,-90
-23,9,-90
-28,-87,-90
-21,5,-90
-19,-84,-90
-28,12,-90
-22,-95,-90
-30,9,-90
-32,-101,-90
-22,12,-90
-30,-88,-90
-18,14,-90
-29,-101,-90
-45,0,-90
-21,-91,-90
-18,11,-90
-14,-92,-90
-19,9,-90
-26,-91,-90
-25,12,-90
-25,-95,-90
-19,9,-90
-26,-92,-90
-26,5,-90
-33,-91,-90
-25,12,-90
-21,-88,-90
-33,4,-90
-2,-116,-90
-16,9,-90
-22,-84,-90
-26,8,-90
-25,-84,-90
-14,18,-90
-19,-85,-90
-18,8,-90
-26,-81,-90
-25,5,-90
-23,-88,-90
-18,12,-90
-25,-95,-90
-18,9,-90
-19,-87,-90
-23,8,-90
-30,-94,-90
-25,2,-90
-25,-91,-90
-11,9,-90
-36,-95,-90
-23,-4,-90
-21,-77,-90
-28,9,-90
-22,-85,-90
-23,5,-90
-29,-105,-90
-26,7,-90
-16,-94,-90
-23,7,-90
-25,-97,-90
-21,5,-90
-18,-98,-90
-30,11,-90
-14,-91,-90
-28,8,-90
-15,-91,-90
-23,-2,-90
-21,-87,-90
-32,21,-90
-39,-95,-90
-16,19,-90
-18,-94,-90
-18,7,-90
-23,-101,-90
-35,0,-90
-23,-95,-90
-29,16,-90
-16,-85,-90
-12,11,-90
-9,-84,-90
-26,11,-90
-21,-91,-90
-25,18,-90
-19,-98,-90
-28,0,-90
-49,-98,-90
-28,12,-90
-11,-84,-90
-19,15,-90
-47,-95,-90
-39,0,-90
-23,-91,-90
-28,14,-90
-19,-85,-90
-22,18,-90
-32,-101,-90
-23,16,-90
-14,-88,-90
-21,16,-90
-30,-94,-90
-30,11,-90
-25,-92,-90
-29,12,-90
-37,-104,-90
-19,18,-90
-30,-94,-90
-40,8,-90
-9,-91,-90
-19,22,-90
-23,-88,-90
-12,12,-90
-11,-78,-90
-15,25,-90
-16,-95,-90
-32,1,-90
-22,-98,-90
-29,9,-90
-26,-99,-90
-33,7,-90
-30,-91,-90
-11,19,-90
-14,-98,-90
-30,0,-90
-53,-87,-90
-35,7,-90
-15,-87,-90
-11,18,-90
-16,-92,-90
-23,11,-90
-30,-104,-90
-37,1,-90
-49,-101,-90
-42,12,-90
-23,-99,-90
-39,5,-90
-22,-92,-90
2,-7,-90
-29,-94,-90
-28,18,-90
-22,-92,-90
-36,2,-90
-23,-98,-90
-12,12,-90
-25,-98,-90
-14,11,-90
-32,-98,-90
-23,12,-90
-32,-102,-90
-15,19,-90
-28,-94,-90
-30,7,-90
-37,-101,-90
-30,11,-90
-33,-92,-90
-12,14,-90
-36,-98,-90
-19,21,-90
-28,-99,-90
-32,8,-90
-14,-84,-90
-39,1,-90
-35,-90,-90
-28,19,-90
-23,-92,-90
-23,15,-90
-35,-104,-90
-28,8,-90
-18,-92,-90
-26,4,-90
-16,-82,-90
-28,16,-90
-21,-90,-90
-29,5,-90
-22,-85,-90
-19,11,-90
-18,-82,-90
-32,5,-90
-15,-82,-90
-25,9,-90
-12,-90,-90
-23,1,-90
-14,-85,-90
-22,23,-90
-19,-95,-90
-26,11,-90
-21,-87,-90
-26,15,-90
-28,-94,-90
-23,8,-90
-30,-99,-90
-19,8,-90
-18,-87,-90
-21,5,-90
-23,-97,-90
-29,7,-90
-18,-90,-90
-16,7,-90
-22,-99,-90
-30,1,-90
-29,-94,-90
-22,14,-90
-25,-99,-90
-23,16,-90
-21,-98,-90
-28,7,-90
-35,-97,-90
-36,4,-90
-21,-98,-90
-23,15,-90
-22,-92,-90
-15,19,-90
-29,-95,-90
-35,7,-90
-18,-91,-90
-21,9,-90
-16,-84,-90
-40,5,-90
-28,-95,-90
-32,2,-90
-8,-80,-90
-26,15,-90
-26,-102,-90
-21,4,-90
-28,-91,-90
-19,14,-90
-28,-95,-90
-19,15,-90
-36,-104,-90
-19,15,-90
-23,-94,-90
-28,14,-90
-36,-105,-90
-21,14,-90
-15,-90,-90
-19,18,-90
-29,-97,-90
-25,15,-90
-29,-94,-90
-14,8,-90
-22,-95,-90
-14,23,-90
-8,-90,-90
-15,8,-90
-33,-106,-90
-16,25,-90
-28,-91,-90
-30,7,-90
-23,-85,-90
-29,14,-90
-21,-81,-90
-30,5,-90
-23,-94,-90
-22,16,-90
-21,-84,-90
-33,12,-90
-21,-82,-90
-22,12,-90
-28,-95,-90
-19,9,-90
-12,-85,-90
-33,12,-90
-35,-94,-90
-30,7,-90
-21,-105,-90
-25,1,-90
-26,-98,-90
-32,0,-90
-37,-92,-90
-16,8,-90
-21,-92,-90
-15,18,-90
-25,-95,-90
-21,11,-90
-28,-92,-90
-19,12,-90
-30,-91,-90
-26,1,-90
-30,-94,-90
-22,7,-90
-25,-90,-90
-35,8,-90
-25,-87,-90
-37,2,-90
-39,-91,-90
-9,15,-90
-36,-101,-90
-30,7,-90
-23,-91,-90
-22,2,-90
-30,-99,-90
-23,8,-90
-22,-84,-90
-28,9,-90
-26,-91,-90
-22,11,-90
-12,-87,-90
-33,1,-90
-19,-95,-90
-22,18,-90
-30,-94,-90
-33,-1,-90
-19,-90,-90
-21,2,-90
-26,-95,-90
-19,11,-90
-18,-85,-90
-37,9,-90
-21,-82,-90
-28,7,-90
-18,-88,-90
-15,15,-90
-35,-102,-90
-28,8,-90
-21,-101,-90
-21,4,-90
-32,-92,-90
-32,11,-90
-26,-92,-90
-21,22,-90
-28,-108,-90
-29,2,-90
-29,-99,-90
-21,16,-90
-21,-99,-90
-18,12,-90
-25,-94,-90
-14,7,-90
-26,-87,-90
-19,9,-90
-19,-92,-90
-32,11,-90
-28,-91,-90
-39,8,-90
-29,-87,-90
-19,5,-90
-23,-97,-90
-22,22,-90
-33,-99,-90
-29,19,-90
-35,-102,-90
-23,12,-90
-14,-98,-90
-25,4,-90
-30,-90,-90
-15,16,-90
-23,-90,-90
-32,5,-90
-30,-97,-90
-26,16,-90
-40,-99,-90
-19,11,-90
-25,-88,-90
-11,19,-90
-36,-94,-90
-19,12,-90
-39,-101,-90
-21,9,-90
-29,-99,-90
-19,15,-90
-33,-98,-90
-28,5,-90
-14,-99,-90
-19,9,-90
-11,-99,-90
-18,11,-90
-16,-80,-90
-11,11,-90
-28,-95,-90
-16,15,-90
-22,-97,-90
-14,15,-90
-21,-99,-90
-25,18,-90
-37,-94,-90
-30,12,-90
-19,-98,-90
-21,9,-90
-12,-82,-90
-30,9,-90
-35,-101,-90
-22,4,-90
-22,-92,-90
-26,9,-90
-30,-88,-90
-29,8,-90
-19,-99,-90
-25,16,-90
-9,-84,-90
-30,9,-90
-33,-101,-90
-22,4,-90
-23,-94,-90
-28,8,-90
-15,-91,-90
-22,15,-90
-26,-94,-90
-23,16,-90
-25,-95,-90
-32,1,-90
-26,-99,-90
-30,5,-90
-32,-98,-90
-19,14,-90
-15,-97,-90
-23,16,-90
-32,-85,-90
-25,14,-90
-22,-102,-90
-22,12,-90
-29,-85,-90
-18,18,-90
-12,-97,-90
-16,16,-90
-30,-87,-90
-23,11,-90
-23,-105,-90
-18,18,-90
-36,-92,-90
-30,1,-90
-26,-95,-90
-19,18,-90
-14,-98,-90
-25,14,-90
-19,-85,-90
-30,8,-90
-29,-101,-90
-26,4,-90
-35,-95,-90
-19,18,-90
-22,-84,-90
-29,2,-90
-14,-78,-90
-23,7,-90
-19,-95,-90
-15,35,-90
-23,-91,-90
-35,1,-90
-23,-90,-90
-22,16,-90
-26,-97,-90
-22,12,-90
-30,-102,-90
-21,11,-90
-25,-95,-90
-26,19,-90
-30,-92,-90
-15,15,-90
-23,-92,-90
-15,16,-90
-26,-88,-90
-18,14,-90
-15,-81,-90
-12,16,-90
-16,-90,-90
-12,15,-90
-28,-91,-90
-30,2,-90
-21,-87,-90
-22,7,-90
-15,-91,-90
-16,9,-90
-18,-97,-90
-21,15,-90
-26,-95,-90
-22,18,-90
-22,-90,-90
-23,5,-90
-19,-91,-90
-32,18,-90
-33,-99,-90
-28,25,-90
-21,-85,-90
-23,9,-90
-25,-90,-90
-25,8,-90
-28,-92,-90
-19,21,-90
-26,-91,-90
-21,11,-90
-32,-102,-90
-21,7,-90
-25,-91,-90
-23,18,-90
-47,-115,-90
-22,15,-90
-36,-91,-90
-21,5,-90
-18,-85,-90
-32,1,-90
-23,-90,-90
-22,14,-90
-23,-99,-90
-28,12,-90
-11,-80,-90
-22,14,-90
-16,-92,-90
-28,4,-90
-29,-105,-90
-19,12,-90
-35,-97,-90
-23,0,-90
-25,-91,-90
-36,5,-90
-18,-101,-90
-18,22,-90
-32,-106,-90
-22,5,-90
-22,-73,-90
-33,2,-90
-32,-94,-90
-21,22,-90
-29,-105,-90
-40,12,-90
-29,-92,-90
-25,5,-90
-21,-95,-90
-33,7,-90
-23,-108,-90
-26,9,-90
-40,-106,-90
-19,26,-90
-32,-99,-90
-19,16,-90
-16,-92,-90
-19,16,-90
-29,-105,-90
-19,22,-90
-28,-94,-90
-35,14,-90
-14,-88,-90
-35,21,-90
-18,-88,-90
-22,8,-90
-22,-88,-90
-32,16,-90
-29,-101,-90
-23,11,-90
-16,-87,-90
-32,12,-90
-28,-101,-90
-22,16,-90
-23,-97,-90
-26,8,-90
-14,-101,-90
-25,11,-90
-25,-94,-90
-22,14,-90
-30,-95,-90
-21,12,-90
-25,-91,-90
-28,8,-90
-16,-94,-90
-19,5,-90
-19,-80,-90
-26,14,-90
-18,-94,-90
-32,8,-90
-29,-95,-90
-18,5,-90
-29,-88,-90
-26,9,-90
-18,-78,-90
-30,11,-90
-19,-90,-90
-29,9,-90
-46,-115,-90
-29,9,-90
-25,-90,-90
-40,2,-90
-35,-101,-90
-19,15,-90
-30,-87,-90
-18,14,-90
-32,-101,-90
-29,9,-90
-28,-94,-90
-33,9,-90
-26,-94,-90
-15,18,-90
-21,-97,-90
-19,11,-90
-12,-90,-90
-29,5,-90
-23,-92,-90
-19,18,-90
-21,-90,-90
-28,5,-90
-23,-95,-90
-23,9,-90
-39,-97,-90
-30,16,-90
-32,-97,-90
-19,18,-90
-30,-97,-90
-14,8,-90
-23,-95,-90
-30,9,-90
-23,-88,-90
-32,5,-90
-19,-97,-90
-26,11,-90
-15,-92,-90
-26,5,-90
-11,-94,-90
-23,12,-90
-12,-85,-90
-28,8,-90
-26,-98,-90
-33,8,-90
-18,-87,-90
-42,7,-90
-16,-91,-90
-33,11,-90
-28,-99,-90
-30,1,-90
-16,-88,-90
-30,5,-90
-23,-90,-90
-25,14,-90
-30,-91,-90
-18,19,-90
-28,-97,-90
-18,14,-90
-28,-98,-90
-26,5,-90
-28,-92,-90
-16,14,-90
-22,-99,-90
-22,5,-90
-30,-90,-90
-23,22,-90
-28,-85,-90
-32,5,-90
-25,-84,-90
-16,23,-90
-18,-95,-90
-28,9,-90
-30,-102,-90
-29,7,-90
-28,-90,-90
-23,4,-90
-25,-101,-90
-36,2,-90
-26,-97,-90
-18,29,-90
-33,-91,-90
-22,12,-90
-29,-90,-90
-21,15,-90
-22,-98,-90
-25,7,-90
-21,-94,-90
-25,11,-90
-29,-90,-90
-25,16,-90
-30,-95,-90
-23,4,-90
-16,-91,-90
-29,14,-90
-26,-97,-90
-18,12,-90
-18,-85,-90
-14,7,-90
-18,-90,-90
-23,7,-90
-19,-88,-90
-26,2,-90
-16,-99,-90
-35,11,-90
-23,-90,-90
-21,12,-90
-26,-82,-90
-22,18,-90
-18,-92,-90
-25,15,-90
-14,-85,-90
-26,8,-90
-21,-92,-90
-40,8,-90
-15,-92,-90
-18,15,-90
-28,-88,-90
-25,12,-90
-36,-99,-90
-22,15,-90
-47,-94,-90
-32,9,-90
-37,-95,-90
-25,12,-90
-25,-90,-90
-30,9,-90
-16,-91,-90
-26,15,-90
-28,-92,-90
-19,11,-90
-23,-92,-90
-19,21,-90
-23,-90,-90
-18,11,-90
-19,-101,-90
-26,18,-90
-8,-80,-90
-22,9,-90
-23,-97,-90
-21,19,-90
-40,-95,-90
-16,7,-90
-19,-95,-90
-26,5,-90
-29,-94,-90
-9,14,-90
-37,-108,-90
-22,12,-90
-21,-90,-90
-30,7,-90
-32,-102,-90
-22,18,-90
-21,-88,-90
-25,14,-90
-9,-91,-90
-19,8,-90
-21,-98,-90
-15,18,-90
-39,-94,-90
-37,2,-90
-28,-99,-90
-25,18,-90
-16,-91,-90
-22,19,-90
-29,-92,-90
-30,11,-90
-30,-97,-90
-28,8,-90
-32,-88,-90
-19,11,-90
-33,-108,-90
-23,2,-90
-23,-90,-90
-21,15,-90
-25,-90,-90
-18,14,-90
-22,-90,-90
-19,11,-90
-32,-87,-90
-25,8,-90
-22,-88,-90
-26,14,-90
-29,-94,-90
-22,7,-90
-25,-97,-90
-35,-2,-90
-22,-87,-90
-19,14,-90
-25,-99,-90
-37,2,-90
-36,-95,-90
-37,2,-90
-32,-98,-90
-16,12,-90
-16,-84,-90
-21,14,-90
-32,-90,-90
-23,8,-90
-21,-90,-90
-25,2,-90
-14,-90,-90
-21,11,-90
-19,-90,-90
-32,7,-90
-36,-92,-90
-23,7,-90
-16,-95,-90
-26,7,-90
-29,-88,-90
-26,7,-90
-18,-78,-90
-23,12,-90
-32,-106,-90
-32,12,-90
-19,-77,-90
-25,16,-90
-37,-105,-90
-18,5,-90
-33,-97,-90
-35,5,-90
-25,-105,-90
-29,8,-90
-39,-101,-90
-26,14,-90
-37,-95,-90
-18,22,-90
-14,-97,-90
-21,11,-90
-15,-88,-90
-21,12,-90
-18,-87,-90
-28,8,-90
-23,-88,-90
-21,11,-90
-29,-98,-90
-30,9,-90
-12,-88,-90
-32,9,-90
-47,-102,-90
-23,7,-90
-23,-85,-90
-21,12,-90
-9,-90,-90
-18,15,-90
-16,-80,-90
-21,15,-90
-30,-92,-90
-29,4,-90
-23,-87,-90
-26,9,-90
-25,-92,-90
-9,14,-90
-12,-91,-90
-25,12,-90
-39,-102,-90
-14,11,-90
-21,-87,-90
-25,16,-90
-28,-92,-90
-23,11,-90
-23,-97,-90
-33,5,-90
-15,-85,-90
-12,19,-90
-26,-90,-90
-12,29,-90
-30,-99,-90
-29,7,-90
-32,-90,-90
-16,12,-90
-21,-85,-90
-22,8,-90
-32,-97,-90
-25,14,-90
-29,-98,-90
-35,14,-90
-18,-84,-90
-33,11,-90
-21,-84,-90
-18,33,-90
-32,-97,-90
-30,1,-90
-33,-98,-90
-16,26,-90
-28,-99,-90
-16,14,-90
-26,-92,-90
-21,9,-90
-36,-105,-90
-23,8,-90
-32,-92,-90
-26,9,-90
-23,-92,-90
-23,16,-90
-21,-90,-90
-21,18,-90
-26,-84,-90
-29,9,-90
-16,-104,-90
-26,12,-90
-37,-102,-90
-32,2,-90
-18,-88,-90
-23,14,-90
-19,-95,-90
-18,5,-90
-33,-95,-90
-19,4,-90
-21,-90,-90
-25,8,-90
-33,-98,-90
-15,2,-90
-33,-112,-90
-23,12,-90
-37,-101,-90
-26,8,-90
-26,-102,-90
-25,8,-90
-33,-99,-90
-22,14,-90
-18,-95,-90
-26,14,-90
-26,-99,-90
-25,16,-90
-9,-81,-90
-42,4,-90
-30,-106,-90
-18,12,-90
-21,-94,-90
-26,11,-90
-21,-91,-90
-35,15,-90
-26,-87,-90
-26,15,-90
-33,-102,-90
-21,15,-90
-25,-106,-90
-16,18,-90
-29,-91,-90
-22,8,-90
-28,-91,-90
-32,4,-90
-16,-82,-90
-22,16,-90
-22,-97,-90
-8,18,-90
-28,-101,-90
-21,16,-90
-19,-88,-90
-42,2,-90
-32,-99,-90
-25,11,-90
-35,-105,-90
-40,2,-90
-18,-90,-90
-30,12,-90
-28,-92,-90
-11,22,-90
-57,-119,-90
-21,4,-90
-26,-108,-90
-21,5,-90
-23,-94,-90
-26,1,-90
-16,-88,-90
-21,16,-90
-32,-94,-90
-22,19,-90
-33,-97,-90
-19,14,-90
-16,-85,-90
-22,12,-90
-19,-91,-90
-15,7,-90
-26,-84,-90
-21,4,-90
-22,-81,-90
-25,7,-90
-22,-92,-90
-30,18,-90
-12,-92,-90
-22,8,-90
-22,-91,-90
-23,19,-90
-26,-98,-90
-14,16,-90
-21,-90,-90
-30,7,-90
-22,-97,-90
-14,22,-90
-37,-102,-90
-9,26,-90
-21,-90,-90
-29,11,-90
-32,-95,-90
-21,19,-90
-18,-94,-90
-26,7,-90
-23,-98,-90
-25,2,-90
-28,-92,-90
-30,1,-90
-30,-97,-90
-22,12,-90
-30,-97,-90
-25,8,-90
-28,-88,-90
-22,18,-90
-32,-94,-90
-25,14,-90
-12,-84,-90
-32,14,-90
-14,-92,-90
-21,11,-90
-25,-111,-90
-30,1,-90
-25,-94,-90
-28,7,-90
-21,-91,-90
-23,9,-90
-26,-97,-90
-14,14,-90
-28,-99,-90
-18,12,-90
-39,-101,-90
-11,23,-90
-15,-95,-90
-25,12,-90
-22,-92,-90
-30,8,-90
-28,-101,-90
-32,14,-90
-14,-101,-90
-23,8,-90
-25,-92,-90
-22,15,-90
-19,-90,-90
-18,7,-90
-40,-104,-90
-26,18,-90
-23,-90,-90
-45,7,-90
-29,-98,-90
-16,14,-90
-23,-97,-90
-16,11,-90
-19,-95,-90
-35,16,-90
-7,-82,-90
-21,7,-90
-18,-95,-90
-28,14,-90
-11,-98,-90
-36,-4,-90
-14,-85,-90
-16,9,-90
-28,-90,-90
-12,16,-90
-29,-91,-90
-15,21,-90
-26,-90,-90
-14,11,-90
-22,-95,-90
-21,8,-90
-56,-101,-90
-14,25,-90
-29,-97,-90
-26,14,-90
-37,-90,-90
-14,8,-90
-25,-95,-90
-28,18,-90
-25,-94,-90
-15,8,-90
-33,-97,-90
-28,9,-90
-26,-91,-90
-30,8,-90
-25,-98,-90
-25,11,-90
-40,-106,-90
-23,12,-90
-19,-92,-90
-33,5,-90
-23,-94,-90
-21,8,-90
-29,-94,-90
-21,19,-90
-28,-95,-90
-21,15,-90
-21,-88,-90
-25,9,-90
-29,-95,-90
-22,14,-90
-19,-92,-90
-30,9,-90
-30,-90,-90
-29,-2,-90
-35,-97,-90
-33,7,-90
-21,-91,-90
-15,9,-90
-35,-101,-90
-16,15,-90
-29,-94,-90
-36,8,-90
-26,-106,-90
-23,19,-90
-22,-95,-90
-30,5,-90
-25,-90,-90
-39,0,-90
-22,-84,-90
-28,11,-90
-33,-90,-90
-28,16,-90
-14,-88,-90
-32,7,-90
-23,-97,-90
-30,11,-90
-14,-94,-90
-42,7,-90
-32,-104,-90
-18,12,-90
-37,-92,-90
-16,16,-90
-26,-82,-90
-26,15,-90
-12,-90,-90
-22,15,-90
-42,-94,-90
-21,4,-90
-35,-94,-90
-22,8,-90
-35,-91,-90
-37,9,-90
-23,-91,-90
-23,5,-90
-39,-95,-90
-33,16,-90
-25,-105,-90
-22,14,-90
-39,-101,-90
-21,15,-90
-25,-97,-90
-25,15,-90
-23,-99,-90
-19,9,-90
-35,-104,-90
-37,5,-90
-35,-90,-90
-28,18,-90
-30,-102,-90
-23,11,-90
-15,-81,-90
-12,16,-90
-35,-91,-90
-25,9,-90
-18,-90,-90
-21,8,-90
-35,-94,-90
-21,11,-90
-26,-94,-90
-26,22,-90
-21,-88,-90
-23,14,-90
-18,-85,-90
-15,19,-90
-21,-95,-90
-25,21,-90
-15,-90,-90
-40,8,-90
-19,-101,-90
-7,9,-90
-37,-95,-90
-29,16,-90
-22,-91,-90
-32,12,-90
-30,-91,-90
-16,18,-90
-14,-94,-90
-22,11,-90
-16,-98,-90
-32,7,-90
-30,-102,-90
-22,22,-90
-26,-92,-90
-16,8,-90
-40,-90,-90
-18,16,-90
-29,-88,-90
-28,4,-90
-30,-92,-90
-22,11,-90
-18,-87,-90
-26,2,-90
-14,-101,-90
-33,4,-90
-16,-97,-90
-26,5,-90
-22,-94,-90
-37,11,-90
-22,-91,-90
-15,12,-90
-23,-94,-90
-35,-2,-90
-23,-91,-90
-29,12,-90
-15,-81,-90
-30,7,-90
-18,-91,-90
-23,9,-90
-28,-90,-90
-39,8,-90
-25,-97,-90
-16,19,-90
-26,-85,-90
-29,7,-90
-15,-87,-90
-21,2,-90
-26,-98,-90
-14,25,-90
-28,-88,-90
-26,9,-90
-23,-80,-90
-21,14,-90
-23,-88,-90
-26,14,-90
