70,-90
57,-90
61,-90
58,-90
76,-90
47,-90
75,-90
50,-90
76,-90
53,-90
68,-90
44,-90
66,-90
61,-90
65,-90
54,-90
71,-90
69,-90
80,-90
68,-90
78,-90
70,-90
75,-90
52,-90
79,-90
51,-90
73,-90
64,-90
70,-90
68,-90
80,-90
57,-90
67,-90
60,-90
66,-90
61,-90
70,-90
48,-90
75,-90
61,-90
65,-90
62,-90
68,-90
70,-90
78,-90
46,-90
74,-90
60,-90
69,-90
24,-90
77,-90
39,-90
68,-90
37,-90
69,-90
45,-90
75,-90
40,-90
74,-90
39,-90
73,-90
38,-90
88,-90
43,-90
73,-90
40,-90
82,-90
33,-90
71,-90
46,-90
79,-90
29,-90
76,-90
28,-90
64,-90
34,-90
69,-90
25,-90
66,-90
34,-90
72,-90
28,-90
69,-90
30,-90
68,-90
39,-90
64,-90
33,-90
73,-90
43,-90
72,-90
37,-90
69,-90
44,-90
75,-90
41,-90
70,-90
45,-90
54,-90
40,-90
80,-90
44,-90
65,-90
27,-90
68,-90
34,-90
66,-90
44,-90
59,-90
48,-90
71,-90
34,-90
72,-90
33,-90
72,-90
36,-90
73,-90
29,-90
62,-90
34,-90
83,-90
42,-90
80,-90
32,-90
74,-90
38,-90
68,-90
42,-90
76,-90
42,-90
69,-90
34,-90
77,-90
48,-90
66,-90
48,-90
67,-90
35,-90
68,-90
33,-90
68,-90
34,-90
65,-90
43,-90
69,-90
37,-90
67,-90
41,-90
76,-90
31,-90
63,-90
44,-90
73,-90
45,-90
70,-90
26,-90
69,-90
32,-90
54,-90
44,-90
62,-90
30,-90
70,-90
33,-90
72,-90
26,-90
70,-90
48,-90
65,-90
45,-90
59,-90
36,-90
69,-90
33,-90
72,-90
24,-90
64,-90
37,-90
75,-90
27,-90
69,-90
30,-90
72,-90
26,-90
61,-90
28,-90
71,-90
27,-90
79,-90
36,-90
55,-90
40,-90
76,-90
27,-90
69,-90
33,-90
76,-90
29,-90
69,-90
39,-90
61,-90
36,-90
77,-90
41,-90
73,-90
38,-90
76,-90
20,-90
68,-90
37,-90
67,-90
27,-90
70,-90
32,-90
72,-90
42,-90
73,-90
44,-90
84,-90
23,-90
72,-90
30,-90
85,-90
29,-90
55,-90
32,-90
70,-90
36,-90
68,-90
23,-90
72,-90
41,-90
62,-90
33,-90
88,-90
37,-90
66,-90
28,-90
78,-90
34,-90
67,-90
40,-90
65,-90
30,-90
73,-90
42,-90
71,-90
43,-90
63,-90
30,-90
71,-90
36,-90
73,-90
44,-90
74,-90
34,-90
66,-90
31,-90
67,-90
43,-90
72,-90
29,-90
62,-90
46,-90
73,-90
43,-90
61,-90
34,-90
72,-90
37,-90
73,-90
29,-90
62,-90
34,-90
77,-90
37,-90
55,-90
55,-90
58,-90
25,-90
67,-90
36,-90
69,-90
43,-90
69,-90
33,-90
63,-90
32,-90
69,-90
41,-90
68,-90
36,-90
64,-90
32,-90
55,-90
40,-90
76,-90
37,-90
61,-90
39,-90
59,-90
45,-90
59,-90
36,-90
76,-90
44,-90
69,-90
37,-90
67,-90
35,-90
73,-90
40,-90
70,-90
54,-90
69,-90
43,-90
72,-90
37,-90
69,-90
36,-90
69,-90
31,-90
49,-90
37,-90
74,-90
37,-90
68,-90
41,-90
69,-90
48,-90
58,-90
33,-90
70,-90
43,-90
73,-90
25,-90
66,-90
25,-90
63,-90
40,-90
68,-90
30,-90
64,-90
36,-90
67,-90
30,-90
61,-90
32,-90
65,-90
44,-90
55,-90
40,-90
59,-90
37,-90
64,-90
34,-90
66,-90
34,-90
71,-90
43,-90
63,-90
39,-90
78,-90
44,-90
74,-90
33,-90
74,-90
31,-90
75,-90
29,-90
69,-90
30,-90
71,-90
31,-90
55,-90
33,-90
69,-90
34,-90
56,-90
37,-90
71,-90
43,-90
83,-90
48,-90
66,-90
33,-90
84,-90
43,-90
69,-90
23,-90
62,-90
29,-90
66,-90
36,-90
67,-90
30,-90
49,-90
28,-90
79,-90
41,-90
83,-90
41,-90
72,-90
43,-90
74,-90
35,-90
77,-90
47,-90
64,-90
30,-90
75,-90
39,-90
64,-90
42,-90
66,-90
27,-90
75,-90
28,-90
78,-90
28,-90
62,-90
36,-90
65,-90
25,-90
64,-90
39,-90
72,-90
37,-90
76,-90
33,-90
67,-90
41,-90
75,-90
44,-90
71,-90
34,-90
69,-90
32,-90
72,-90
42,-90
67,-90
34,-90
63,-90
32,-90
72,-90
37,-90
59,-90
34,-90
77,-90
29,-90
71,-90
29,-90
63,-90
28,-90
65,-90
32,-90
59,-90
26,-90
65,-90
40,-90
73,-90
39,-90
69,-90
34,-90
58,-90
32,-90
72,-90
45,-90
70,-90
29,-90
78,-90
28,-90
65,-90
37,-90
70,-90
28,-90
66,-90
31,-90
58,-90
37,-90
67,-90
37,-90
114,-90
25,-90
62,-90
34,-90
59,-90
32,-90
66,-90
26,-90
55,-90
30,-90
65,-90
30,-90
70,-90
27,-90
68,-90
31,-90
64,-90
27,-90
66,-90
20,-90
59,-90
19,-90
56,-90
37,-90
63,-90
28,-90
76,-90
33,-90
78,-90
30,-90
72,-90
26,-90
80,-90
41,-90
77,-90
36,-90
76,-90
21,-90
66,-90
53,-90
56,-90
35,-90
76,-90
25,-90
78,-90
35,-90
72,-90
45,-90
69,-90
23,-90
75,-90
37,-90
70,-90
43,-90
79,-90
28,-90
49,-90
40,-90
73,-90
34,-90
48,-90
39,-90
68,-90
42,-90
66,-90
40,-90
69,-90
39,-90
74,-90
37,-90
64,-90
41,-90
67,-90
41,-90
67,-90
37,-90
64,-90
48,-90
82,-90
41,-90
65,-90
24,-90
67,-90
40,-90
79,-90
33,-90
76,-90
38,-90
73,-90
40,-90
61,-90
30,-90
84,-90
30,-90
34,-90
42,-90
72,-90
29,-90
76,-90
34,-90
74,-90
38,-90
52,-90
54,-90
76,-90
44,-90
70,-90
9,-90
65,-90
46,-90
70,-90
38,-90
75,-90
24,-90
73,-90
25,-90
66,-90
35,-90
70,-90
34,-90
66,-90
37,-90
64,-90
41,-90
59,-90
26,-90
62,-90
40,-90
71,-90
40,-90
70,-90
40,-90
55,-90
47,-90
69,-90
38,-90
69,-90
36,-90
74,-90
30,-90
66,-90
44,-90
69,-90
34,-90
63,-90
30,-90
64,-90
37,-90
67,-90
34,-90
78,-90
24,-90
71,-90
45,-90
76,-90
37,-90
66,-90
41,-90
66,-90
31,-90
69,-90
27,-90
69,-90
26,-90
74,-90
36,-90
72,-90
23,-90
77,-90
31,-90
65,-90
36,-90
74,-90
39,-90
77,-90
35,-90
62,-90
40,-90
77,-90
38,-90
70,-90
34,-90
66,-90
42,-90
73,-90
30,-90
68,-90
45,-90
67,-90
34,-90
72,-90
41,-90
76,-90
25,-90
63,-90
33,-90
67,-90
34,-90
68,-90
34,-90
71,-90
42,-90
69,-90
35,-90
75,-90
37,-90
68,-90
40,-90
65,-90
22,-90
73,-90
37,-90
82,-90
23,-90
73,-90
41,-90
63,-90
37,-90
62,-90
43,-90
60,-90
35,-90
71,-90
38,-90
63,-90
45,-90
61,-90
34,-90
67,-90
28,-90
73,-90
45,-90
59,-90
37,-90
84,-90
26,-90
72,-90
32,-90
55,-90
24,-90
71,-90
33,-90
70,-90
32,-90
64,-90
31,-90
61,-90
27,-90
64,-90
29,-90
65,-90
43,-90
62,-90
39,-90
52,-90
24,-90
65,-90
37,-90
68,-90
24,-90
69,-90
31,-90
62,-90
37,-90
65,-90
33,-90
75,-90
34,-90
76,-90
40,-90
64,-90
32,-90
71,-90
23,-90
69,-90
30,-90
67,-90
46,-90
61,-90
35,-90
70,-90
30,-90
67,-90
36,-90
80,-90
25,-90
60,-90
43,-90
66,-90
43,-90
80,-90
31,-90
70,-90
37,-90
78,-90
30,-90
69,-90
21,-90
61,-90
28,-90
73,-90
43,-90
63,-90
47,-90
58,-90
24,-90
74,-90
44,-90
66,-90
48,-90
67,-90
35,-90
84,-90
29,-90
60,-90
31,-90
67,-90
37,-90
67,-90
42,-90
59,-90
30,-90
63,-90
30,-90
58,-90
31,-90
62,-90
30,-90
70,-90
34,-90
65,-90
33,-90
85,-90
28,-90
88,-90
29,-90
64,-90
22,-90
67,-90
31,-90
75,-90
29,-90
78,-90
43,-90
57,-90
42,-90
79,-90
30,-90
70,-90
39,-90
66,-90
26,-90
70,-90
35,-90
58,-90
37,-90
80,-90
41,-90
75,-90
39,-90
68,-90
26,-90
71,-90
36,-90
76,-90
37,-90
68,-90
39,-90
70,-90
33,-90
73,-90
35,-90
66,-90
33,-90
82,-90
39,-90
53,-90
39,-90
80,-90
34,-90
56,-90
36,-90
85,-90
32,-90
57,-90
34,-90
82,-90
36,-90
56,-90
31,-90
69,-90
37,-90
84,-90
39,-90
66,-90
38,-90
72,-90
30,-90
60,-90
37,-90
62,-90
31,-90
64,-90
30,-90
76,-90
50,-90
68,-90
36,-90
67,-90
38,-90
71,-90
34,-90
72,-90
32,-90
70,-90
45,-90
62,-90
30,-90
69,-90
31,-90
62,-90
32,-90
66,-90
28,-90
74,-90
27,-90
63,-90
32,-90
66,-90
29,-90
76,-90
25,-90
79,-90
36,-90
69,-90
40,-90
68,-90
28,-90
72,-90
50,-90
66,-90
53,-90
64,-90
32,-90
65,-90
33,-90
64,-90
40,-90
65,-90
32,-90
70,-90
28,-90
66,-90
41,-90
68,-90
37,-90
55,-90
26,-90
67,-90
33,-90
67,-90
36,-90
76,-90
40,-90
69,-90
36,-90
76,-90
32,-90
76,-90
31,-90
62,-90
23,-90
66,-90
41,-90
83,-90
40,-90
74,-90
27,-90
51,-90
35,-90
62,-90
43,-90
76,-90
52,-90
63,-90
30,-90
74,-90
40,-90
85,-90
35,-90
66,-90
45,-90
67,-90
35,-90
76,-90
35,-90
76,-90
41,-90
66,-90
49,-90
74,-90
56,-90
70,-90
30,-90
66,-90
48,-90
72,-90
34,-90
71,-90
44,-90
73,-90
38,-90
74,-90
34,-90
87,-90
36,-90
69,-90
36,-90
65,-90
33,-90
66,-90
36,-90
78,-90
24,-90
61,-90
40,-90
76,-90
40,-90
66,-90
23,-90
59,-90
35,-90
60,-90
41,-90
71,-90
38,-90
69,-90
38,-90
65,-90
42,-90
66,-90
34,-90
57,-90
32,-90
69,-90
38,-90
66,-90
42,-90
68,-90
33,-90
76,-90
30,-90
78,-90
34,-90
69,-90
37,-90
69,-90
33,-90
72,-90
32,-90
58,-90
46,-90
65,-90
37,-90
67,-90
22,-90
72,-90
39,-90
65,-90
37,-90
78,-90
37,-90
77,-90
31,-90
83,-90
35,-90
73,-90
36,-90
72,-90
41,-90
69,-90
49,-90
75,-90
44,-90
71,-90
31,-90
72,-90
35,-90
67,-90
39,-90
61,-90
37,-90
69,-90
32,-90
70,-90
31,-90
64,-90
30,-90
77,-90
27,-90
60,-90
45,-90
57,-90
37,-90
59,-90
39,-90
77,-90
37,-90
72,-90
36,-90
62,-90
27,-90
76,-90
38,-90
71,-90
47,-90
58,-90
34,-90
61,-90
36,-90
76,-90
32,-90
73,-90
36,-90
61,-90
41,-90
65,-90
27,-90
75,-90
43,-90
71,-90
30,-90
67,-90
21,-90
72,-90
30,-90
69,-90
28,-90
83,-90
46,-90
67,-90
33,-90
56,-90
40,-90
74,-90
40,-90
71,-90
34,-90
71,-90
48,-90
77,-90
33,-90
60,-90
37,-90
63,-90
37,-90
47,-90
41,-90
58,-90
37,-90
65,-90
39,-90
75,-90
41,-90
64,-90
30,-90
69,-90
40,-90
67,-90
29,-90
82,-90
44,-90
72,-90
31,-90
74,-90
40,-90
55,-90
23,-90
76,-90
31,-90
65,-90
23,-90
71,-90
34,-90
69,-90
37,-90
70,-90
40,-90
67,-90
39,-90
82,-90
27,-90
77,-90
33,-90
55,-90
39,-90
71,-90
43,-90
75,-90
41,-90
63,-90
41,-90
67,-90
36,-90
56,-90
30,-90
75,-90
25,-90
67,-90
36,-90
65,-90
32,-90
68,-90
30,-90
55,-90
33,-90
66,-90
40,-90
65,-90
29,-90
72,-90
33,-90
65,-90
33,-90
74,-90
39,-90
59,-90
39,-90
66,-90
28,-90
68,-90
35,-90
58,-90
31,-90
69,-90
27,-90
76,-90
32,-90
71,-90
39,-90
56,-90
30,-90
79,-90
33,-90
59,-90
33,-90
60,-90
35,-90
74,-90
44,-90
58,-90
41,-90
68,-90
23,-90
64,-90
40,-90
80,-90
37,-90
62,-90
40,-90
58,-90
40,-90
83,-90
32,-90
73,-90
33,-90
69,-90
36,-90
65,-90
32,-90
69,-90
39,-90
76,-90
41,-90
55,-90
30,-90
62,-90
33,-90
81,-90
33,-90
64,-90
36,-90
62,-90
33,-90
64,-90
35,-90
67,-90
23,-90
79,-90
37,-90
63,-90
25,-90
66,-90
41,-90
64,-90
34,-90
74,-90
38,-90
70,-90
31,-90
64,-90
41,-90
69,-90
36,-90
58,-90
28,-90
64,-90
30,-90
65,-90
39,-90
69,-90
49,-90
66,-90
44,-90
63,-90
51,-90
65,-90
31,-90
65,-90
42,-90
71,-90
30,-90
66,-90
30,-90
69,-90
31,-90
60,-90
35,-90
69,-90
39,-90
69,-90
39,-90
58,-90
38,-90
88,-90
38,-90
65,-90
34,-90
70,-90
37,-90
76,-90
23,-90
62,-90
23,-90
69,-90
33,-90
65,-90
